Jak	c
v	c
Bělorusku	c
slaví	c
Vánoce	c

Musím	c
přiznat	c
,	c
že	c
já	NA
o	c
tom	c
mnoho	c
nevím	c

Nebo	c
nevím	i
nějaké	i
specifiské	i
běloruské	c
národní	c
tradice	c
,	c
protože	c
vyrostl	i
jsem	i
ve	c
městě	c
,	c
kde	c
oslává	i
Vánoc	c
neni	i
tak	c
rozšiřena	i

Ale	c
,	NA
možná	c
je	c
to	c
také	c
odpověd	i

Kromě	c
toho	c
nelogického	c
kontrasta	i
v	c
hodnocení	c
Vánoc	c
ve	c
více	i
-	i
mené	i
christianském	c
Bělorusku	c
v	c
porovnání	c
s	c
více	i
-	i
mené	i
ateistickém	i
Českom	i
,	c
máme	c
ještě	c
jednu	c
zvláštnost	c

Slavime	i
(	c
přesnejí	i
neslavime	i
,	c
ale	c
nepracujeme	c
)	c
Vánoce	c
dvakrát	c
–	c
podle	c
pravoslavní	i
a	c
katolické	c
tradici	i
(	c
v	c
noc	c
s	i
24	c

prosince	c
a	c
6	c

ledna	c
)	c

A	c
zrovna	c
uprostrěd	c
te	i
doby	c
máme	c
svůj	NA
hlavní	c
celoroční	c
svátek	c
–	c
Nový	c
rok	c

Pro	c
zajímavost	c
mužu	i
dodat	c
,	c
že	c
i	c
„	c
Nový	c
rok“	c
slavime	i
dvakrat	i
1	c

a	c
14	c

ledna	c
,	c
ten	c
pozdějši	i
svátek	c
jmenuje	i
se	i
„	c
Starý	c
Nový	c
rok“	c
(	c
neco	i
podobného	c
existije	i
i	c
ve	i
Srbsku	c
,	c
Černé	c
Hoře	c
,	c
Makedonsku	i
,	NA
a	c
Švajcarsku	i
–	c
něm	c

Alter	c
Silvester	c
)	c

Možná	c
,	NA
že	c
časová	c
blízkost	c
tech	i
dvouch	i
(	c
čili	c
čtyřech	i
)	c
svátků	c
,	NA
ovlivnila	c
michání	i
a	c
přehod	i
jejich	c
tradic	c
,	NA
a	c
zároven	i
i	c
pokles	c
nenovonovoročných	i
oslav	c

Vím	c
,	c
že	c
na	c
věnkově	i
ještě	c
občas	c
oslavuji	i
tzv	c

Kaljady	c

Vědci	c
řikaji	i
,	c
že	c
tato	c
tradice	c
má	c
předchristianský	c
-	c
pohanský	c
původ	c

Glavní	i
obsah	c
Kaljad	c
-	c
přivítání	c
slůnca	i
