In	c
einem	i
vollkommenen	c
Welt	c
würde	i
es	c
sein	i
,	c
dass	c
die	c
finanzielle	c
Entlohnung	c
eines	c
Menschen	c
dem	c
Beitrag	c
entspricht	c
,	c
den	c
er	c
/	i
sie	c
für	c
die	c
Gesellschaft	c
geleistet	c
hat	c
.	c

Dennoch	c
ist	c
das	c
sowohl	c
unmöglich	c
als	c
auch	c
unrealistisch	c
,	c
weil	c
keine	c
Gesellschaft	c
den	c
relativen	c
Wert	c
jedes	c
Berufs	c
richtig	c
entscheiden	c
könnte	c
.	c

Auf	c
dem	i
ersten	c
Blick	c
sollte	c
man	c
glauben	c
,	c
dass	c
die	c
Behauptung	c
dieses	c
Themas	c
selbstverständlich	c
ist	c
.	c

Die	c
Leute	c
,	c
dessen	i
Arbeit	c
wichtiger	c
für	c
die	c
Gesellschaft	c
ist	c
,	c
sollte	i
mehr	c
verdienen	c
.	c

Zum	c
Beispiel	c
spielen	c
Ärzte	c
,	c
Lehrer	c
,	i
und	c
Bauern	c
unersetzliche	i
Rolle	c
in	c
allen	c
Gesellschaften	c
.	c

Ohne	c
genug	c
Ärzte	c
könnte	c
Große	i
Bevölkerungen	i
nicht	c
existieren	c
,	c
denn	c
zu	c
viel	i
Menschen	c
würden	c
wegen	c
Krankheit	c
als	c
Babys	c
oder	c
als	c
Kinder	c
sterben	c
.	c

Ähnlich	c
gäbe	c
es	c
keine	c
spezialisierte	i
Arbeiter	c
ohne	c
Lehrer	c
,	c
sie	c
auszubilden	c
.	c

Schließlich	c
müssen	c
alle	c
Gesellschaft	i
genug	c
Essen	c
produzieren	c
,	c
oder	c
Hungern	c
würde	c
sie	c
zerstören	c
.	c

Nichtsdestoweniger	c
sind	c
manche	c
Berufe	c
in	c
unseren	i
Gesellschaft	c
relativ	c
unter-	c
oder	c
überbezahlt	c
.	c

Lehrer	c
verdienen	c
ziemlich	c
wenig	c
im	c
Vergleich	c
zu	c
ihrer	c
Leistung	c
für	c
die	c
Gesellschaft	c
.	c

Für	c
Bauern	c
ist	c
das	c
auch	c
wahr	c
.	c

Große	c
Landwirtschaftskonzerne	c
können	c
enorme	c
Gewinne	c
erzeugen	c
,	c
aber	c
es	c
ist	c
mehr	c
wegen	c
ihres	c
Einflusses	c
als	c
Unternehmen	c
,	i
und	c
nicht	i
weil	i
sie	c
Nahrungshersteller	c
sind	c
.	c

Die	c
kleine	i
Einzelbauern	c
in	c
den	c
USA	c
bekommen	c
geringer	i
Subventionen	c
von	c
der	c
Regiergung	i
als	c
die	c
Landwirtschaftskonzerne	c
.	c

In	c
Frankreich	c
und	c
Deutschland	c
könnte	c
es	c
etwas	c
ehrlicher	c
sein	c
,	i
aber	c
in	i
Japan	i
nicht	i
.	c

Vielleicht	c
verdienen	c
Ärzte	c
ihre	i
