Residence	c
al	c
Lago	c
Maria	c
Rossi	c
Strada	c
Maggiore	c
2	c
/	c
D	c
Città	c
X	c
Ungheria	c
13	c
/	c
08	c
/	c
2011	c
Egregio	c
Signore	c
/	c
a	c
,	c
La	i
scrivo	c
al	i
riferimento	c
dei	i
servizi	c
del	c
Suo	c
residence	c
.	c

Ci	c
sono	c
stata	c
con	c
il	c
mio	c
fidanzato	c
per	c
due	c
settimane	c
.	c

Sembrava	c
una	c
buona	c
scelta	c
il	c
suo	c
hotel	c
.	c

Ma	i
tutto	c
era	c
al	i
contrario	c
come	c
era	c
scritta	i
nel	c
Suo	c
annuncio	c
.	c

Siamo	c
appassianati	i
dello	c
sport	c
.	c

Quando	c
abbiamo	c
chiesto	c
aiuto	c
non	c
abbiamo	c
trovato	c
una	c
sola	c
persona	c
per	c
risolverlo	c
.	c

Quanto	c
a	c
me	c
la	i
piú	i
grande	c
problema	c
era	c
che	c
il	c
lago	c
sia	i
stata	i
lontanissimo	c
.	c

Mentre	i
l'	c
annuncio	c
diceva	c
\"	c
Il	c
lago	c
si	c
raggiunge	c
comodamente	c
con	c
i	c
mezzi	c
pubblici	c
\"	c
.	c

Questo	c
non	c
è	c
un	i
bugio	i
totalmente	i
ma	c
c'	c
erano	c
pochi	c
collegamenti	c
però	i
non	c
ho	c
potuto	c
andarci	c
.	c

Me	i
la	i
piace	i
molto	c
ma	c
c'	c
era	i
una	c
sola	c
sera	c
quando	i
c'	i
èra	i
animazione	i
.	c

Non	c
sono	c
soddisfatta	c
neanche	c
il	c
mio	c
fidanzato	c
è	c
contento	c
con	i
i	i
Suoi	c
servizi	c
.	c

Le	i
preghiamo	c
compensazione	c
e	c
se	c
potessi	i
darLe	c
un	c
consiglio	c
cambia	i
l'	c
annuncio	c
.	c

In	i
aspetta	i
di	c
una	c
sua	c
risposta	c
.	c

Maria	c
Rossi	c
12345	c
Città	c
X	c
,	c
Strada	c
Maggiore	c
n	c
.	c

13	c
.	c

Ungheria	c
Città	c
X	c
,	c
13.08.2011	c
Canton	c
Ticino	c
Residence	c
al	c
Lago	c
Alla	c
cortese	c
attenzione	c
del	c
Direttore	c
Egregio	c
Signore	i
Direttore	c
,	c
ci	c
siamo	c
sistemati	c
nel	c
Vostro	c
albergo	c
dalle	i
5	c
alle	i
20	c
agosto	c
.	c

Il	c
numero	c
del	c
nostro	c
appartamento	c
è	c
19	c
.	c

La	i
Vostra	i
pubblicità	i
abbiamo	i
trovato	c
sul	i
HVG	c
,	c
era	c
una	c
ottima	c
offerta	c
.	c

Ci	c
tengo	c
a	c
dire	c
tutte	c
le	c
cose	c
che	c
ci	c
fatto	c
male	c
.	c

L'	c
aria	c
condizionata	c
non	c
funziona	c
,	c
Vi	c
prego	c
di	c
ripararla	c
che	i
presto	c
è	i
possibile	c
.	c

Il	c
lago	c
è	c
più	c
lontano	c
e	c
l'	c
autobus	c
c'	c
è	c
solo	c
2	c
volta	i
al	c
giorno	c
.	c

Vi	c
prego	c
se	c
è	c
possibile	c
un	i
sconto	c
di	i
30	c
percento	c
.	c

Residence	c
del	c
Lago	c
Lugano	c
Via	c
Mulino	c
Maria	c
Rossi	c
Città	c
X	c
Strada	c
Maggiore	c
Oggetti	i
la	i
viaggia	i
al	i
Vostro	c
residence	c
Spettabile	c
Agenzia	c
,	c
sono	c
Maria	c
Rossi	c
e	c
Vi	c
scrivo	c
perché	c
ho	c
alcuni	c
problemi	c
con	c
il	c
Vostro	c
appartamento	c
.	c

Ma	c
devo	c
dire	c
che	c
non	c
sono	c
contenta	c
delle	c
cose	c
perché	c
la	c
realtà	c
e	c
la	i
cose	c
scritte	c
sul	c
Vostro	c
annuncio	c
non	c
sono	c
simile	i
.	c

Ora	c
colgo	c
l'	c
occasione	c
per	c
scrivere	c
che	i
cose	c
mi	c
fanno	c
lamentare	c
.	c

Per	c
questi	c
problemi	c
non	c
abbiamo	c
potuto	c
fare	c
il	c
bagno	c
neanche	i
in	c
piscina	c
neanche	i
in	i
lago	c
.	c

Così	c
fare	c
dello	c
sport	c
era	c
difficile	c
.	c

A	c
mio	c
parere	c
dovrete	c
cambiare	c
qualcosa	c
perché	c
in	c
questo	c
modo	c
secondo	c
me	c
non	c
Vi	c
interessano	c
la	c
contentezza	c
dei	c
visitori	i
solo	c
i	c
soldi	c
.	c

Rossi	c
Maria	c
Strada	c
Maggiore	c
13	c
12345	c
Città	c
X	c
Spett.le	c
Solidarietà	c
Viva	c
Viale	c
Bruzzi	c
117	c
21023	c
Milano	c
Città	c
X	c
,	c
15	c
Maggio	c
2011	c
Egregi	c
Signori	c
,	c
Avevo	i
letto	c
la	c
Vs.	c
inserizione	i
sul	c
giornale	c
,	c
volevo	c
chiedere	c
qualche	c
informazioni	i
.	c

Al	i
inizio	c
vorrei	c
offrire	c
il	c
mio	c
aiuto	c
per	i
voi	c
nel	c
campo	c
estivo	c
.	c

Sono	c
molto	c
socievole	c
,	i
e	c
ho	c
giá	i
lavorato	c
in	c
Italia	c
per	c
tre	c
mesi	c
.	c

Sono	c
una	c
studentessa	c
universitaria	c
.	c

Adesso	c
sto	c
studiando	c
rapporti	c
internazionali	c
presso	c
l'	c
università	c
di	c
Azienda	c
X	c
a	c
Città	c
X	c
,	c
ma	c
ho	c
già	c
una	c
laurea	c
in	c
soziologia	i
.	c

Ho	c
24	c
anni	c
e	c
parlo	c
tre	c
lingue	c
:	c
inglese	c
,	c
tedesco	c
e	c
l'	c
italiano	c
.	c

Sono	c
molto	c
communicative	i
e	c
seria	c
.	c

Come	c
ho	c
scritto	c
prima	c
,	c
ho	c
già	c
qualche	c
esperienze	i
lavorative	i
:	c
ho	c
lavorato	c
in	c
Italia	c
con	c
il	c
programma	c
Leonardo	c
da	c
Vinci	c
.	c

Sono	c
quasi	c
tutto	i
il	i
estate	c
libera	i
(	c
da	i
21	c
giugo	i
al	i
11	c
augusto	i
)	c
,	c
allora	i
potrei	c
cominciare	c
nel	c
primo	c
campo	c
.	c

Non	c
ho	c
ancora	c
lavorato	c
in	c
un	c
campo	c
di	c
lavoro	c
,	c
ma	c
secondo	c
me	c
come	c
esperienza	c
lavoratie	i
sarebbe	c
molto	c
gratificante	c
.	c

Avrei	c
qualche	c
domande	i
:	c
c'	c
è	c
un	c
colloquio	c
personale	c
per	c
le	c
persone	c
che	c
vogliono	c
partecipare	c
?	c

Mentre	i
il	i
campo	c
dove	c
sono	c
i	i
allogii	i
?	c

Mi	c
chiamo	c
Maria	c
Rossi	c
e	c
abito	c
a	c
Città	c
X	c
con	c
i	c
miei	c
.	c

Ho	c
21	c
anni	c
e	c
frequento	c
all'	c
Università	c
Calvinismo	c
alla	i
facoltà	c
di	c
storia	c
,	i
e	c
faccio	c
una	c
specialistica	c
dei	i
sistemi	c
politica	i
.	c

Di	c
solito	c
occupiamo	c
alla	i
cultura	c
degli	c
altri	c
paesi	c
,	i
e	c
le	i
situazioni	c
delle	i
altre	i
continenti	c
.	c

Così	c
studiavo	c
e	c
leggevo	c
troppo	c
dei	c
disagi	c
e	c
problemi	c
d'	i
Africa	c
e	c
America	c
Latina	c
e	c
so	c
come	c
difficile	c
la	c
situazione	c
in	c
Asia	c
,	c
sopratutto	c
negli	i
paesi	c
arabi	c
dove	c
è	c
enorme	c
il	c
balzo	c
tra	c
poveri	c
e	c
ricchi	c
e	c
anche	c
so	i
che	c
il	c
problema	c
che	c
in	c
molti	c
luoghi	c
non	c
c'	c
è	c
abbastanza	c
acqua	c
pulita	c
e	c
contro	i
alle	i
guerre	c
quitidiane	i
,	c
è	c
molto	c
tipico	c
il	c
sottosviluppo	c
e	c
la	c
mancanza	c
dei	i
cibi	i
.	c

Mi	c
piace	c
moltissimo	c
aiutare	c
alle	i
innocenti	c
e	c
vorrei	c
recuperare	c
i	c
materiali	c
riciclabili	c
e	c
poi	c
venderle	i
nei	c
mercatini	c
dell'	c
usato	c
che	i
il	c
denaro	c
guadagnato	c
potrei	c
dare	i
ai	c
poveri	i
bambini	c
e	c
ragazzi	c
che	c
non	c
possono	c
liberarsi	c
della	c
loro	c
pesante	c
e	c
triste	c
.	c

Vorrei	c
fare	c
qualcosa	c
,	c
perchè	i
mi	i
soffro	c
molto	c
dal	i
pensiero	c
che	c
ogni	c
giorno	c
molti	c
morono	i
da	i
fame	c
.	c

Se	c
tutto	c
va	c
bene	c
,	c
sarò	c
libero	c
da	i
prossima	c
settimana	c
e	c
così	c
posso	i
partire	c
per	c
il	c
campo	c
di	c
lavoro	c
quando	c
lo	c
Voi	c
dete	i
.	c

In	i
anno	c
scorso	c
ho	c
passato	c
un	c
mese	c
in	c
Brasilia	i
e	c
ho	c
provato	c
insegnare	c
a	c
leggere	c
e	c
scrivere	c
i	i
ragazzi	c
orfani	c
grazie	c
all'	c
Associazione	c
di	c
MV	c
che	c
un	i
organizazione	i
uguale	c
alla	c
Solidarietà	c
Viva	c
.	c

Ho	c
visto	c
molte	c
tragedie	c
e	c
molte	c
cose	c
vere	i
triste	i
e	c
terribili	c
e	c
vorrei	c
aiutare	c
ad	i
altri	c
bambini	c
che	c
possono	c
vivere	c
,	c
sopravvivere	c
.	c

Perchè	i
hanno	c
diritti	i
alla	c
Vita	c
!	c

In	i
attesa	c
la	i
Vostro	i
risposta	c
corteggia	i
.	c

Maria	c
Rossi	c
Città	c
X	c
Strada	c
Maggiore	c
9	c
12345	c
Ungheria	c
Canton	c
Ticino	c
Lugano	c
18	c
Via	c
Montanini	c
1234	c
Italia	c
13	c
agosto	c
2011	c
Spettabile	c
ditta	c
,	c
Vi	c
scrivo	c
perchè	i
ho	c
avuto	c
dei	c
problemi	c
durante	c
la	c
mia	c
permanenza	c
nel	c
vostro	c
villaggio	c
turistico	c
.	c

Per	c
esempio	c
l'	c
area	i
condizionata	c
non	c
era	c
funzionante	c
e	c
la	c
piscina	c
era	c
sempre	c
sovraffollata	c
.	c

In	i
oltre	i
sono	c
una	c
persona	c
sportiva	c
ma	c
non	c
ho	c
potuto	c
fare	c
niente	i
di	i
sport	c
.	c

Non	c
ho	c
potuto	c
nuotare	c
o	i
non	c
ho	c
potuto	c
giocare	c
tennis	c
perchè	i
i	c
campi	c
da	c
tennis	c
erano	c
in	c
riparazione	c
Ho	c
scelto	c
il	c
Vostro	c
villaggo	i
turistico	c
perchè	i
sembrava	c
un	c
residence	c
bellissimo	c
.	c

Ma	c
il	c
mio	c
viaggio	c
è	c
diventato	c
un	c
inbuco	i
.	c

Anche	i
il	c
residenze	i
era	c
vecchio	c
mentre	c
ho	i
letto	c
che	c
questo	c
è	c
di	c
recente	c
costruzione	c
.	c

Sono	c
veramente	c
delusa	c
e	c
3	i
naturalmente	c
vorrei	c
che	c
mi	c
vi	i
rimborsiate	i
almeno	c
mezzo	i
del	c
prezzo	c
pagato	c
.	c

Prima	c
,	c
vorrei	c
presentarmi	c
:	c
Mi	i
chiamo	c
Maria	c
Rossi	c
e	c
ho	c
19	c
anni	c
.	c

Mi	c
piacerebbe	c
offrire	c
la	i
mia	i
aiuto	c
e	c
vorrei	c
viaggare	i
ad	i
Africa	c
con	c
la	c
sua	c
ditta	c
.	c

Sarò	c
libero	c
dal	i
luglio	c
al	i
agosto	c
.	c

Mi	c
piace	i
i	c
bambini	c
per	c
questo	c
posso	c
fare	c
attenzione	c
da	i
loro	c
.	c

Studio	c
due	c
lingue	c
:	c
l'	c
inglese	c
e	c
l'	c
italiano	c
.	c

Dal	c
curriculum	c
Vitae	i
,	i
che	c
potete	c
consultare	c
in	c
allegato	c
,	c
si	c
evincono	c
i	c
miei	c
dati	c
formativi	c
e	c
professionali	c
.	c

Sono	c
oculata	c
,	c
responsabile	c
,	c
amichevole	c
e	c
precisa	c
.	c

Inoltre	c
,	c
posso	c
portare	c
i	c
cibi	c
e	c
altri	c
progetti	c
per	c
personi	i
.	c

Lavoro	c
anche	c
in	i
ristorante	c
dei	c
miei	c
genitori	c
a	c
Città	c
X	c
per	c
questo	c
mi	c
interessa	c
l'	c
industria	c
alberghiera	c
.	c

In	c
attesa	c
di	c
una	c
sua	c
cortese	c
risposta	c
,	c
porgo	c
i	c
miei	c
cordiali	c
saluti	c
.	c

Città	c
X	c
,	c
08	c
19	c
2011	c
Gentile	c
Signore	i
,	c
Io	i
voglio	c
scrivere	c
i	c
mei	i
probleme	i
.	c

Un	c
mese	c
fa	c
ho	c
letto	c
un'	i
annuncio	c
pubblicitario	c
da	i
Residence	c
del	c
Lago	c
.	c

Le	c
parete	i
sono	c
sporche	c
.	c

Cosi	i
avevamo	i
sentito	c
male	c
.	c

Ogni	c
giorno	c
saremmo	i
nuotato	c
,	c
ma	c
la	c
piscina	c
era	c
sempre	c
sovrafollata	i
.	c

Io	c
preferito	c
fare	c
la	i
gita	c
,	c
ma	c
il	c
lago	c
é	i
lontano	c
del	i
residence	c
.	c

I	c
mezzi	c
pubblici	c
sono	c
andati	c
raramente	c
.	c

Cosí	i
noi	c
abbiamo	c
passato	c
un	c
giorno	c
con	i
il	i
viaggio	c
e	c
il	c
biglietto	c
di	c
andate	i
e	c
ritorno	c
era	c
molto	c
costoso	c
.	c

I	c
prezzi	c
erano	c
piú	i
ricchi	c
che	c
sono	c
nella	i
cataloga	i
.	c

Noi	c
(	c
il	i
mio	c
marito	c
ed	c
io	c
)	c
non	c
siamo	c
contenti	c
.	c

Maria	c
Rossi	c
Strada	c
Maggiore	c
60	c
1234	c
Città	c
X	c
13	c
.	c

agosto	c
2011	c
Solidarietà	c
Viva	c
Viale	c
Bruzzi	c
117	c
21023	c
Milano	c
Spettabile	c
Signora	c
o	c
Signore	c
,	c
sto	c
scrivendo	c
per	c
reagire	c
e	i
un	c
annuncio	c
che	c
ho	c
letto	c
in	c
un	c
giornale	c
il	c
giorno	c
precedente	c
.	c

Mi	c
chiamo	c
Maria	c
Rossi	c
da	c
Città	c
X	c
.	c

Ho	c
24	c
anni	c
.	c

Sono	c
neolaureata	c
.	c

Ho	c
frequentato	c
l'	c
Università	c
di	c
Città	c
X	c
per	c
4	c
anni	c
.	c

Sono	c
laureata	c
in	c
Sociologia	c
.	c
