En	c
annan	c
sida	c
av	c
detta	c
är	c
det	c
känns	c
friskt	c
att	c
ta	c
hänsyn	c
till	c
sig	c
själv	c
.	c

På	i
sluten	i
av	c
boken	c
övervinner	c
de	c
förtryckaren	c
men	c
eftersom	c
storebrodern	c
har	c
blivit	c
förlamade	i
av	c
förtryckarens	c
drakes	c
gift	c
hoppar	c
de	c
från	c
ett	c
berg	c
om	i
hopp	c
att	c
han	c
ska	c
få	c
tillbaka	c
sin	c
rörelseförmåga	c
och	c
då	c
hamnar	c
de	c
i	c
en	c
annan	c
liknande	c
värld	c
.	c
Den	c
här	c
boken	c
handlar	c
också	c
om	c
kärleken	c
inom	c
familjen	c
,	c
nämligen	c
syskonkärlek	c
.	c

Ekobrott	c
.	c
Eliasson	c
,	c
Maria	c
,	c
.	i
Nolervik	c
,	c
Gunilla	c
.	i
(	c
2011	c
)	c
.	c

Demokrati	c
är	c
ett	c
politiskt	c
system	c
i	c
vilken	i
invånare	i
av	i
ett	c
land	c
har	c
rösträtt	c
angående	c
vilket	c
politiskt	c
parti	c
borde	c
få	c
styra	c
landet	c
och	c
fatta	c
viktiga	c
beslut	c
.	c

I	c
texten	c

En	c
modern	c
folktro	c

(	c
forskning	i
och	c
framsteg	c
,	c
1998	c
)	c
beskriver	i
författaren	c
Olav	c
Hammer	c
om	c
de	c
cirklarna	i
som	c
finns	c
i	c
Englad	i
och	c
människor	i
andliga	c
upplevelser	c
med	c
de	i
.	c

Nu	c
ska	c
jag	c
brätta	i
om	c
det	c
.	c
Det	c
var	c
julafton	c
och	c
fanns	i
inte	c
många	c
människor	c
i	i
flygplan	i
så	c
kände	c
mig	c
ensam	c
och	c
det	c
var	c
min	i
första	c
intryck	c
när	c
jag	c
har	i
flyttat	i
hit	c
.	c
Jag	c
bodde	c
i	c
en	c
by	c
som	c
låg	i
i	c
sodra	i
Haga	c
i	c
ett	c
år	c
och	c
där	c
bodde	c
många	c
mina	c
slaktingar	i
så	c
det	c
var	c
lätt	c
att	c
vänjer	i
mig	c
hur	i
bor	i
i	c
Sverige	c
.	c

Den	c
andra	c
viktigaste	c
sak	i
tycker	c
jag	c
är	c
att	c
du	c
måste	i
komma	c
i	c
tid	c
och	c
att	i
lära	c
dig	c
om	c
arbetsplatsen	c
,	c
ju	c
mer	c
du	c
vet	c
om	c
företaget	c
desto	c
bättre	c
är	c
det	c
.	c

!	c

Förra	c
vecka	i
så	i
Maria	c
till	c
mig	c
att	c
de	c
vill	c
köpa	c
en	c
teve	c
och	c
deras	c
kök	c
är	c
nästan	c
tomt	c
.	c

Vi	c
var	c
flera	c
gånger	c
på	c
bio	c
och	c
vi	c
studerade	c
tillsamas	i
.	c

Jag	c
tycker	c
om	c
att	c
promenera	c
i	c
park	i
vare	i
dag	c
och	c
trefade	i
min	c
vän	c
.	c

Jag	c
bor	c
in	i
Norrby	c
,	c
Västanå	c
.	c

Men	c
som	c
vi	c
alla	c
vet	c
väll	i
är	i
att	i
vi	c
straver	i
efter	c
utveckling	c
alltid	i
,	c
alltså	c
våra	c
normer	c
och	c
uppfattningen	i
förändrats	i
med	c
tiden	c
.	c

Romanen	c
visar	c
med	i
Fru-Leti	i
till	i
alla	c
människor	c
i	c
världen	c
och	i
det	c
finns	c
Goda	i
och	c
dåliga	c
människor	c
i	c
världen	c
.	c

Enligt	c
SCBS	i
Ungdomsbarometern	c
har	c
intresset	c
för	c
politiska	c
och	c
samhällsfrågor	c
ökat	c
mellan	c
2000	c
och	c
2016	c
,	c
men	c
det	c
fortfarande	i
ligger	c
på	c
en	c
låg	c
nivå	c
(	c
andelen	c
med	c
stort	c
intresse	c
är	c
40	c
%	c
,	c
se	c
informationsbladet	c
)	c
.	c

Om	c
han	c
skrivde	i
en	c
tjej	c
ska	c
dag	i
i	i
skolan	i
som	c
hade	c
kort	c
hår	c
”	i
samtidigt	i
dog	c
hon	c
.	c

Jag	c
bodde	i
där	c
hela	c
av	i
mitt	c
liv	c
och	c
efter	c
studerar	i
fick	c
jag	c
mitt	c
första	c
jobb	c
.	c

Man	c
kan	c
känna	c
sig	c
bättre	c
eftersom	c
båda	i
man	i
och	c
kvinnor	c
borde	i
följa	c
reglar	i
och	c
ingen	c
av	c
dem	i
två	c
som	i
vågar	c
och	i
överskrida	c
gränsen	c
anser	c
en	c
del	c
.	c

Hej	c
Karin	c
!	c
Hoppas	c
du	c
mår	c
bra	c
.	c

B14BT3	c
Genom	c
årtusendena	c
har	c
människor	c
i	c
alla	c
kulturer	c
tagit	c
del	c
av	c
skönlitteratur	c
av	c
olika	c
slag	c
.	c

Att	i
hur	i
man	i
klär	i
på	i
sig	i
speglar	i
ens	i
personlighet	i
brukar	c
man	i
säga	c
.	c

Jag	c
handlar	i
brukar	i
för	i
min	c
familj	c
.	c
Jag	c
bor	c
med	c
min	c
familj	c
och	c
ibland	c
någon	c
blir	i
sjuk	c
i	c
min	c
familj	c
.	c
Tycker	i
jag	c
att	c
