Ci	c
sono	c
stata	c
con	c
il	c
mio	c
fidanzato	c
per	c
due	c
settimane	c
.	c

Siamo	c
appassianati	i
dello	c
sport	c
.	c

Purtroppo	c
non	c
abbiamo	c
potuto	c
giocare	c

tennis	i
perchè	i
i	c
campi	c
da	c
tennis	c
erano	c
in	c
riparazione	c
.	c

Questo	c
era	c
un	c
problema	c
grande	c
riguardando	i
alla	c
cosa	c
che	c
il	c
mio	c
fidanzato	c

un	i
professionista	c
del	c
tennis	c
.	c

Quanto	c
a	c
me	c

la	c
piú	i
grande	c
problema	c
era	c
che	c
il	c
lago	c
sia	i
stata	i
lontanissimo	c
.	c

Mentre	i
l'	c
annuncio	c
diceva	c
\"	c
Il	c
lago	c
si	c
raggiunge	c
comodamente	c
con	c
i	c
mezzi	c
pubblici	c
\"	c
.	c

Una	c
altra	c
mancezza	i
era	c
l'	c
équipe	c
di	c
animazione	c
.	c

Me	i
la	i

piace	i
molto	c
ma	c
c'	c
era	i


una	i
sola	c
sera	c
quando	i
c'	i
èra	i
animazione	i
.	c

Non	c
sono	c
soddisfatta	c

neanche	i
il	c
mio	c
fidanzato	c
è	c
contento	c
con	i
i	i
Suoi	c
servizi	c
.	c

Le	i
preghiamo	c



compensazione	i
e	c
se	c
potessi	i
darLe	c
un	c
consiglio	c
cambia	i
l'	c
annuncio	c
.	c


In	i
aspetta	i
di	c
una	c
sua	c
risposta	c
.	c

Maria	c
Rossi	c
12345	c
Città	c
X	c
,	c
Strada	c
Maggiore	c
n	c
.	c

Ungheria	c
Città	c
X	c
,	c
13.08.2011	c
Canton	c
Ticino	c
Residence	c
al	c
Lago	c
Alla	c
cortese	c
attenzione	c
del	c
Direttore	c
Egregio	c
Signore	i
Direttore	c
,	c
ci	c
siamo	c
sistemati	c
nel	c
Vostro	c
albergo	c
dalle	i
5	c
alle	i
20	c
agosto	c
.	c

Il	c
numero	c
del	c
nostro	c
appartamento	c
è	c
19	c
.	c

La	i
Vostra	i
pubblicità	i
abbiamo	i
trovato	c



sul	i
HVG	c
,	c
era	c
una	c
ottima	c
offerta	c
.	c

Ma	c
per	c
dire	c
la	c
verità	c
non	c
siamo	c
riusciti	c
a	c
divertirci	c
perchè	i
non	c
tutte	c
le	c
cose	c
sono	c
come	c
avete	c
scritto	c
nella	c
pubblicità	c
.	c

Ci	c
tengo	c
a	c
dire	c
tutte	c
le	c
cose	c
che	c
ci	c

fatto	i
male	c
.	c

L'	c
aria	c
condizionata	c
non	c
funziona	c
,	c
Vi	c
prego	c
di	c
ripararla	c

che	i
presto	c
è	i
possibile	c
.	c

Il	c
lago	c
è	c
più	c
lontano	c
e	c
l'	c
autobus	c
c'	c
è	c
solo	c
2	c
volta	i
al	c
giorno	c
.	c

I	c
campi	c
di	i
tennis	c
erano	c
in	c
riparazione	c
,	c
la	c
piscina	c
è	i
sempre	c
soffrafollata	i
.	c

Vi	c
prego	c

se	c
è	c
possibile	c



un	c
sconto	c
di	i
30	c
percento	c
.	c

Residence	c
del	c
Lago	c
Lugano	c
Via	c
Mulino	c
Maria	c
Rossi	c
Città	c
X	c
Strada	c
Maggiore	c
Oggetti	i

la	c
viaggia	i
al	i
Vostro	c
residence	c
Spettabile	c
Agenzia	c
,	c
sono	c
Maria	c
Rossi	c
e	c
Vi	c
scrivo	c
perché	c
ho	c
alcuni	c
problemi	c
con	c
il	c
Vostro	c
appartamento	c
.	c

Ma	c
devo	c
dire	c
che	c
non	c
sono	c
contenta	c
delle	c
cose	c
perché	c
la	c
realtà	c
e	c
la	i
cose	c
scritte	c
sul	c
Vostro	c
annuncio	c
non	c
sono	c
simile	i
.	c

Ora	c
colgo	c
l'	c
occasione	c
per	c
scrivere	c
che	i
cose	c
mi	c
fanno	c
lamentare	c
.	c

La	c
prima	c
cosa	c
è	c
,	c
l'	c
appartamento	c
è	c
vecchio	c
,	c
dopo	c
l'	c
aria	c
condizionata	c
non	c
ha	i
funzionata	i
e	c
sopprattutto	i
la	c
piscina	c
era	c
sempre	c
sovraffollata	c
.	c

Il	c
lago	c
era	c
lontano	c
dall'	c
appartamento	c
ed	i

erano	i
pochi	c
collegamenti	c
.	c

Per	c
questi	c
problemi	c
non	c
abbiamo	c
potuto	c
fare	c
il	c
bagno	c
neanche	i
in	c
piscina	c
neanche	i
in	i
lago	c
.	c

Così	c
fare	c
dello	c
sport	c
era	c
difficile	c
.	c

A	c
mio	c
parere	c
dovrete	c
cambiare	c
qualcosa	c
perché	c
in	c
questo	c
modo	c
secondo	c
me	c
non	c
Vi	c
interessano	c
la	c
contentezza	c
dei	c
visitori	i

solo	i
i	c
soldi	c
.	c

Rossi	c
Maria	c
Strada	c
Maggiore	c
13	c
12345	c
Città	c
X	c
Spett.le	c
Solidarietà	c
Viva	c
Viale	c
Bruzzi	c
117	c
21023	c
Milano	c
Città	c
X	c
,	c
15	c
Maggio	c
2011	c
Egregi	c
Signori	c
,	c
Avevo	i
letto	c
la	c
Vs.	c
inserizione	i
sul	c
giornale	c
,	c
volevo	c
chiedere	c
qualche	c
informazioni	i
.	c

Al	i
inizio	c
vorrei	c
